group,subset,component,mean_pp,ci_low_pp,ci_high_pp
neural_fold1_seed17_easy,all,full_total,-2.2570412283011856,-3.2385401863307357,-1.2270837320021708
neural_fold1_seed17_easy,all,support_difference,0.0,0.0,0.0
neural_fold1_seed17_easy,all,total,-2.2570412283011856,-3.2385401863307357,-1.2270837320021708
neural_fold1_seed17_easy,all,ranking_at_product_count,-1.3235734953239937,-2.9033812240908636,-0.365472517031377
neural_fold1_seed17_easy,all,coverage_with_hurdle_ranking,-0.9334677329771919,-2.5451675628215824,1.5390444294607544
neural_fold1_seed17_easy,all,coverage_with_product_ranking,-1.9056389462286394,-2.828031012171243,-0.9908793043761956
neural_fold1_seed17_easy,all,ranking_at_hurdle_count,-0.35140228207254615,-0.520307636588277,-0.2097735764094032
neural_fold1_seed17_easy,easy,full_total,-3.731216207303568,-5.03403251419168,-2.2470138711526553
neural_fold1_seed17_easy,easy,support_difference,0.0,0.0,0.0
neural_fold1_seed17_easy,easy,total,-3.731216207303568,-5.03403251419168,-2.2470138711526553
neural_fold1_seed17_easy,easy,ranking_at_product_count,-0.7391451867988019,-3.3644339339065246,0.9601003716579304
neural_fold1_seed17_easy,easy,coverage_with_hurdle_ranking,-2.992071020504766,-5.486846653314742,0.14765857218366474
neural_fold1_seed17_easy,easy,coverage_with_product_ranking,-4.822708607308748,-6.199708402389556,-3.3914430339486366
neural_fold1_seed17_easy,easy,ranking_at_hurdle_count,1.0914924000051796,0.38656673081952403,1.7352960893761487
neural_fold1_seed17_easy,hard,full_total,-1.7223942250168123,-2.5408515429843797,-0.9380350179781859
neural_fold1_seed17_easy,hard,support_difference,0.0,0.0,0.0
neural_fold1_seed17_easy,hard,total,-1.7223942250168123,-2.5408515429843797,-0.9380350179781859
neural_fold1_seed17_easy,hard,ranking_at_product_count,-2.3468486331828915,-4.326969987100015,-1.0679013324597646
neural_fold1_seed17_easy,hard,coverage_with_hurdle_ranking,0.6244544081660788,-0.9246440905514363,3.1549370017656657
neural_fold1_seed17_easy,hard,coverage_with_product_ranking,-1.538740490284019,-2.332215461131043,-0.7976470753466959
neural_fold1_seed17_easy,hard,ranking_at_hurdle_count,-0.18365373473279328,-0.2709689184958885,-0.0936713742722274
damping097_fold1_seed17_all,all,full_total,0.40430115392999616,0.1367741636311131,0.6258363317636368
damping097_fold1_seed17_all,all,support_difference,0.0,0.0,0.0
damping097_fold1_seed17_all,all,total,0.40430115392999616,0.1367741636311131,0.6258363317636368
damping097_fold1_seed17_all,all,ranking_at_product_count,-0.3484191431501128,-0.487673387116963,-0.16161752146556688
damping097_fold1_seed17_all,all,coverage_with_hurdle_ranking,0.752720297080109,0.4185102328369692,1.050591581278385
damping097_fold1_seed17_all,all,coverage_with_product_ranking,0.7753248199052156,0.4017938248936976,1.1167130226103936
damping097_fold1_seed17_all,all,ranking_at_hurdle_count,-0.3710236659752195,-0.5934021327325169,-0.11854279541170971
damping097_fold1_seed17_all,easy,full_total,0.10894094695837306,-0.18904749152428185,0.4560138547131159
damping097_fold1_seed17_all,easy,support_difference,0.0,0.0,0.0
damping097_fold1_seed17_all,easy,total,0.10894094695837306,-0.18904749152428185,0.4560138547131159
damping097_fold1_seed17_all,easy,ranking_at_product_count,0.3186687850481438,0.059454356164948576,0.610497758516802
damping097_fold1_seed17_all,easy,coverage_with_hurdle_ranking,-0.20972783808977072,-0.4503542775963004,-0.008673360529349824
damping097_fold1_seed17_all,easy,coverage_with_product_ranking,-0.05894121944068263,-0.22040005386219874,0.04600016974929272
damping097_fold1_seed17_all,easy,ranking_at_hurdle_count,0.16788216639905568,-0.17197195829828055,0.5150879482368848
damping097_fold1_seed17_all,hard,full_total,0.15478726487704136,-0.14506585660722765,0.38992348795276055
damping097_fold1_seed17_all,hard,support_difference,0.0,0.0,0.0
damping097_fold1_seed17_all,hard,total,0.15478726487704136,-0.14506585660722765,0.38992348795276055
damping097_fold1_seed17_all,hard,ranking_at_product_count,-0.722862802900586,-0.8590567119336445,-0.5488077236077533
damping097_fold1_seed17_all,hard,coverage_with_hurdle_ranking,0.8776500677776272,0.5176569762345438,1.186436696260291
damping097_fold1_seed17_all,hard,coverage_with_product_ranking,0.9581540827195875,0.5064397749741172,1.345943320499262
damping097_fold1_seed17_all,hard,ranking_at_hurdle_count,-0.8033668178425459,-1.060564218836416,-0.5177609728423185
damping097_fold1_seed17_easy,all,full_total,-0.4168532594509113,-0.7336411795444933,-0.12877217016799855
damping097_fold1_seed17_easy,all,support_difference,0.004400640453353052,0.0005890767206340396,0.010823058238377717
damping097_fold1_seed17_easy,all,total,-0.4212538999042643,-0.7358543000898976,-0.1384388701811781
damping097_fold1_seed17_easy,all,ranking_at_product_count,0.13928729262589706,-0.034027258927669495,0.35420007676532783
damping097_fold1_seed17_easy,all,coverage_with_hurdle_ranking,-0.5605411925301614,-0.8226340848614058,-0.2947395392197056
damping097_fold1_seed17_easy,all,coverage_with_product_ranking,-0.45784037294374724,-0.7357071017455105,-0.2079725287092834
damping097_fold1_seed17_easy,all,ranking_at_hurdle_count,0.03658647303948284,-0.02711208929221395,0.11511581306291864
damping097_fold1_seed17_easy,easy,full_total,0.24129222287473356,0.03221524724387042,0.4959220396629467
damping097_fold1_seed17_easy,easy,support_difference,0.0,0.0,0.0
damping097_fold1_seed17_easy,easy,total,0.24129222287473356,0.03221524724387042,0.4959220396629467
damping097_fold1_seed17_easy,easy,ranking_at_product_count,0.07145116498754567,-0.09687706869801117,0.2430436061630812
damping097_fold1_seed17_easy,easy,coverage_with_hurdle_ranking,0.1698410578871879,0.06576724896706955,0.30643346888362455
damping097_fold1_seed17_easy,easy,coverage_with_product_ranking,0.1115126587323482,-0.14890574747380897,0.4310393694943146
damping097_fold1_seed17_easy,easy,ranking_at_hurdle_count,0.12977956414238537,-0.06233636116522642,0.4285665170034239
damping097_fold1_seed17_easy,hard,full_total,-0.20782858832095924,-0.4110597140699387,-0.01257448174476155
damping097_fold1_seed17_easy,hard,support_difference,0.0006321860219319023,3.303051386335798e-05,0.0015598743942273289
damping097_fold1_seed17_easy,hard,total,-0.20846077434289112,-0.4111496946354719,-0.012845104388603215
damping097_fold1_seed17_easy,hard,ranking_at_product_count,0.20640622497689026,0.05122248037673025,0.3940263752365542
damping097_fold1_seed17_easy,hard,coverage_with_hurdle_ranking,-0.41486699931978144,-0.5611152378106705,-0.25561246144963484
damping097_fold1_seed17_easy,hard,coverage_with_product_ranking,-0.3163345032405739,-0.4902647524938545,-0.1615969157033672
damping097_fold1_seed17_easy,hard,ranking_at_hurdle_count,0.10787372889768271,0.03706292912955648,0.19718633349265693
neural_fold1_seed29_all,all,full_total,0.3018584147740526,-0.006606649189508015,0.6524560817247648
neural_fold1_seed29_all,all,support_difference,0.0,0.0,0.0
neural_fold1_seed29_all,all,total,0.3018584147740526,-0.006606649189508015,0.6524560817247648
neural_fold1_seed29_all,all,ranking_at_product_count,-0.34351575676034274,-0.5681832417355626,-0.09907395562790128
neural_fold1_seed29_all,all,coverage_with_hurdle_ranking,0.6453741715343955,0.4762466621487864,0.813774198418157
neural_fold1_seed29_all,all,coverage_with_product_ranking,0.6121997063236977,0.22569801925261554,1.031810255373302
neural_fold1_seed29_all,all,ranking_at_hurdle_count,-0.3103412915496452,-0.8224043937961432,0.2719649686868454
neural_fold1_seed29_all,easy,full_total,1.9567553070274073,1.339269644914696,2.603367180258263
neural_fold1_seed29_all,easy,support_difference,0.0,0.0,0.0
neural_fold1_seed29_all,easy,total,1.9567553070274073,1.339269644914696,2.603367180258263
neural_fold1_seed29_all,easy,ranking_at_product_count,0.9052471092691878,0.600822555708183,1.1694711132111137
neural_fold1_seed29_all,easy,coverage_with_hurdle_ranking,1.0515081977582195,0.6102433358547233,1.546068088533031
neural_fold1_seed29_all,easy,coverage_with_product_ranking,1.0258480434052908,0.5658214707895702,1.5358076241314809
neural_fold1_seed29_all,easy,ranking_at_hurdle_count,0.9309072636221165,0.39541564117920197,1.5716854940924603
neural_fold1_seed29_all,hard,full_total,-0.2466803865926605,-0.49593391975563444,-0.035405589029297156
neural_fold1_seed29_all,hard,support_difference,0.0,0.0,0.0
neural_fold1_seed29_all,hard,total,-0.2466803865926605,-0.49593391975563444,-0.035405589029297156
neural_fold1_seed29_all,hard,ranking_at_product_count,-0.601256174779099,-0.879784858090206,-0.32084754047494496
neural_fold1_seed29_all,hard,coverage_with_hurdle_ranking,0.3545757881864384,0.15596089484050962,0.5690407383341225
neural_fold1_seed29_all,hard,coverage_with_product_ranking,0.6421987261948678,0.3141227285847399,1.001765984622558
neural_fold1_seed29_all,hard,ranking_at_hurdle_count,-0.8888791127875283,-1.39174848957057,-0.44280664968471245
neural_fold1_seed29_easy,all,full_total,-1.2636622333552383,-1.9069397032140316,-0.7231836290137224
neural_fold1_seed29_easy,all,support_difference,0.0,0.0,0.0
neural_fold1_seed29_easy,all,total,-1.2636622333552383,-1.9069397032140316,-0.7231836290137224
neural_fold1_seed29_easy,all,ranking_at_product_count,-0.960112012356439,-2.1826987053139266,-0.047542472961888134
neural_fold1_seed29_easy,all,coverage_with_hurdle_ranking,-0.30355022099879947,-0.9450100846287213,0.3587669654279106
neural_fold1_seed29_easy,all,coverage_with_product_ranking,-0.8335163952832568,-1.1200930520006795,-0.5526677282609787
neural_fold1_seed29_easy,all,ranking_at_hurdle_count,-0.4301458380719816,-1.1132135596202157,-0.02237941657991061
neural_fold1_seed29_easy,easy,full_total,-4.5953046100100785,-5.318468263209909,-3.821970992534764
neural_fold1_seed29_easy,easy,support_difference,0.0,0.0,0.0
neural_fold1_seed29_easy,easy,total,-4.5953046100100785,-5.318468263209909,-3.821970992534764
neural_fold1_seed29_easy,easy,ranking_at_product_count,-1.1966331544216682,-3.215357434438374,-0.032170202187408466
neural_fold1_seed29_easy,easy,coverage_with_hurdle_ranking,-3.398671455588411,-5.1472142411465605,-0.9258853455434387
neural_fold1_seed29_easy,easy,coverage_with_product_ranking,-4.7640960150375395,-6.015514499553264,-3.47436660889352
neural_fold1_seed29_easy,easy,ranking_at_hurdle_count,0.16879140502746018,-0.6102465431843523,0.8311560695393021
neural_fold1_seed29_easy,hard,full_total,-1.142688785392887,-3.129051278693951,-0.06048469608948093
neural_fold1_seed29_easy,hard,support_difference,0.0,0.0,0.0
neural_fold1_seed29_easy,hard,total,-1.142688785392887,-3.129051278693951,-0.06048469608948093
neural_fold1_seed29_easy,hard,ranking_at_product_count,-1.2679397418889176,-3.4076618938960483,0.18691711953847512
neural_fold1_seed29_easy,hard,coverage_with_hurdle_ranking,0.12525095649603085,-0.3691033450522373,0.6065470110857145
neural_fold1_seed29_easy,hard,coverage_with_product_ranking,-0.08558113015325897,-0.11882400131504321,-0.049213876359957213
neural_fold1_seed29_easy,hard,ranking_at_hurdle_count,-1.0571076552396281,-3.071497957109599,0.0450455101661584
damping097_fold1_seed29_all,all,full_total,0.8445965203630507,0.4276495577883623,1.1928125625210009
damping097_fold1_seed29_all,all,support_difference,0.0,0.0,0.0
damping097_fold1_seed29_all,all,total,0.8445965203630507,0.4276495577883623,1.1928125625210009
damping097_fold1_seed29_all,all,ranking_at_product_count,-0.23438355465340327,-0.4101127831912827,-0.06894626402180502
damping097_fold1_seed29_all,all,coverage_with_hurdle_ranking,1.0789800750164538,0.5330361612609021,1.5287061973719618
damping097_fold1_seed29_all,all,coverage_with_product_ranking,1.091903141546849,0.7982482943992751,1.391338828360711
damping097_fold1_seed29_all,all,ranking_at_hurdle_count,-0.24730662118379834,-0.4217854794701623,-0.08484923222270425
damping097_fold1_seed29_all,easy,full_total,-0.2247604089985499,-0.7143335008909465,0.18045414839110424
damping097_fold1_seed29_all,easy,support_difference,0.0,0.0,0.0
damping097_fold1_seed29_all,easy,total,-0.2247604089985499,-0.7143335008909465,0.18045414839110424
damping097_fold1_seed29_all,easy,ranking_at_product_count,0.24793426178589686,0.11960337954065052,0.37742582670340136
damping097_fold1_seed29_all,easy,coverage_with_hurdle_ranking,-0.4726946707844469,-1.04056242131739,-0.01814171307496149
damping097_fold1_seed29_all,easy,coverage_with_product_ranking,-0.22011626169032297,-0.5257271513971223,0.07327040441095894
damping097_fold1_seed29_all,easy,ranking_at_hurdle_count,-0.004644147308226973,-0.3098383553756931,0.2806410585569824
damping097_fold1_seed29_all,hard,full_total,0.7407677971849629,0.39739782216290037,1.040456287379476
damping097_fold1_seed29_all,hard,support_difference,0.0,0.0,0.0
damping097_fold1_seed29_all,hard,total,0.7407677971849629,0.39739782216290037,1.040456287379476
damping097_fold1_seed29_all,hard,ranking_at_product_count,-0.8346063802969224,-1.4159045698009098,-0.4098747264402229
damping097_fold1_seed29_all,hard,coverage_with_hurdle_ranking,1.5753741774818852,1.1097552215467599,1.9905363673661411
damping097_fold1_seed29_all,hard,coverage_with_product_ranking,1.4868506852299057,1.1805420972881076,1.7818020722149315
damping097_fold1_seed29_all,hard,ranking_at_hurdle_count,-0.7460828880449426,-1.2153237472830303,-0.37861612987298887
damping097_fold1_seed29_easy,all,full_total,-0.2989830354525377,-0.5823357760912359,-0.050160648455729644
damping097_fold1_seed29_easy,all,support_difference,0.0007958204323300338,-1.1285478850524971e-05,0.0023946996306458707
damping097_fold1_seed29_easy,all,total,-0.29977885588486775,-0.582330894167051,-0.051741522689295195
damping097_fold1_seed29_easy,all,ranking_at_product_count,0.3164360963980133,0.1434936020166321,0.5063118503781535
damping097_fold1_seed29_easy,all,coverage_with_hurdle_ranking,-0.616214952282881,-0.8374230193118963,-0.40016292750289834
damping097_fold1_seed29_easy,all,coverage_with_product_ranking,-0.4283174502767421,-0.6605341828529745,-0.24486140588702504
damping097_fold1_seed29_easy,all,ranking_at_hurdle_count,0.12853859439187437,0.05137385569085938,0.22428420442075367
damping097_fold1_seed29_easy,easy,full_total,0.11907078150593518,-0.005879099258355854,0.2939911523308079
damping097_fold1_seed29_easy,easy,support_difference,0.0,0.0,0.0
damping097_fold1_seed29_easy,easy,total,0.11907078150593518,-0.005879099258355854,0.2939911523308079
damping097_fold1_seed29_easy,easy,ranking_at_product_count,0.015265008800233446,-0.1175945559730189,0.15109610121264597
damping097_fold1_seed29_easy,easy,coverage_with_hurdle_ranking,0.10380577270570174,-0.014889072213874857,0.22282078462864238
damping097_fold1_seed29_easy,easy,coverage_with_product_ranking,0.1417011113361478,-0.0020767447876381983,0.3183590977124552
damping097_fold1_seed29_easy,easy,ranking_at_hurdle_count,-0.022630329830212608,-0.0811849656977779,0.05303177172582093
damping097_fold1_seed29_easy,hard,full_total,-0.09128928281382583,-0.25254780521613024,0.06671856266596946
damping097_fold1_seed29_easy,hard,support_difference,-8.615255192245819e-06,-2.5845765576737456e-05,0.0
damping097_fold1_seed29_easy,hard,total,-0.09128066755863358,-0.25254780521613024,0.06674397766878658
damping097_fold1_seed29_easy,hard,ranking_at_product_count,0.39655821589631324,0.23630252281904965,0.557639414248422
damping097_fold1_seed29_easy,hard,coverage_with_hurdle_ranking,-0.48783888345494686,-0.6483081082218184,-0.3130164549628418
damping097_fold1_seed29_easy,hard,coverage_with_product_ranking,-0.24813095612083802,-0.3893076764094438,-0.11599527437730597
damping097_fold1_seed29_easy,hard,ranking_at_hurdle_count,0.15685028856220448,0.08098988087479736,0.24999530634220735
neural_fold1_seed43_all,all,full_total,1.1060540152783926,0.4182896079985915,1.9345645868788628
neural_fold1_seed43_all,all,support_difference,0.0,0.0,0.0
neural_fold1_seed43_all,all,total,1.1060540152783926,0.4182896079985915,1.9345645868788628
neural_fold1_seed43_all,all,ranking_at_product_count,0.17121989119748804,-0.6434343236812854,1.2143437647668303
neural_fold1_seed43_all,all,coverage_with_hurdle_ranking,0.9348341240809048,0.458916347462401,1.3771582205373336
neural_fold1_seed43_all,all,coverage_with_product_ranking,1.0810324060058982,0.5234455426671885,1.656773942460392
neural_fold1_seed43_all,all,ranking_at_hurdle_count,0.02502160927249447,-0.7855980144281256,0.9932345477816201
neural_fold1_seed43_all,easy,full_total,2.5748435103733196,1.3767449987397375,3.9516605584607154
neural_fold1_seed43_all,easy,support_difference,0.0,0.0,0.0
neural_fold1_seed43_all,easy,total,2.5748435103733196,1.3767449987397375,3.9516605584607154
neural_fold1_seed43_all,easy,ranking_at_product_count,1.3538518188286428,0.4318157091510113,2.6690848605007638
neural_fold1_seed43_all,easy,coverage_with_hurdle_ranking,1.2209916915446763,0.5158261827032186,2.0451463214743004
neural_fold1_seed43_all,easy,coverage_with_product_ranking,1.5729580501908829,0.4897309519999389,2.9860911078781824
neural_fold1_seed43_all,easy,ranking_at_hurdle_count,1.0018854601824367,0.3246623252492014,1.9732182135772747
neural_fold1_seed43_all,hard,full_total,0.0814798920967049,-0.38723759480570885,0.6421272520802777
neural_fold1_seed43_all,hard,support_difference,0.0,0.0,0.0
neural_fold1_seed43_all,hard,total,0.0814798920967049,-0.38723759480570885,0.6421272520802777
neural_fold1_seed43_all,hard,ranking_at_product_count,-0.5637303168125729,-1.2053817974118948,0.18713857776424128
neural_fold1_seed43_all,hard,coverage_with_hurdle_ranking,0.6452102089092778,0.307765160718978,0.9900766752485946
neural_fold1_seed43_all,hard,coverage_with_product_ranking,0.9885873352978961,0.6235957892562146,1.4587450022634036
neural_fold1_seed43_all,hard,ranking_at_hurdle_count,-0.9071074432011914,-1.6979241013279929,-0.046339851461184904
neural_fold1_seed43_easy,all,full_total,-1.0494461090402811,-1.4421235507923575,-0.6677667245033243
neural_fold1_seed43_easy,all,support_difference,0.0,0.0,0.0
neural_fold1_seed43_easy,all,total,-1.0494461090402811,-1.4421235507923575,-0.6677667245033243
neural_fold1_seed43_easy,all,ranking_at_product_count,-0.4746454090157295,-0.9215852345379025,-0.12541428885643402
neural_fold1_seed43_easy,all,coverage_with_hurdle_ranking,-0.5748007000245516,-1.0759306751872804,0.10031545115990609
neural_fold1_seed43_easy,all,coverage_with_product_ranking,-1.0328954519858187,-1.3712859965627822,-0.6994565982937775
neural_fold1_seed43_easy,all,ranking_at_hurdle_count,-0.016550657054462414,-0.0850215257711736,0.07389827321089001
neural_fold1_seed43_easy,easy,full_total,-4.59655719720331,-5.944260866900775,-3.1962386224974004
neural_fold1_seed43_easy,easy,support_difference,0.0,0.0,0.0
neural_fold1_seed43_easy,easy,total,-4.59655719720331,-5.944260866900775,-3.1962386224974004
neural_fold1_seed43_easy,easy,ranking_at_product_count,-0.11742691533654019,-0.6492284670509754,0.3124333734187348
neural_fold1_seed43_easy,easy,coverage_with_hurdle_ranking,-4.4791302818667695,-6.10387501284377,-2.6743410318113874
neural_fold1_seed43_easy,easy,coverage_with_product_ranking,-5.1349722762952945,-6.943946545116711,-3.3210718970369544
neural_fold1_seed43_easy,easy,ranking_at_hurdle_count,0.5384150790919839,-0.013414828863339168,1.100076167299318
neural_fold1_seed43_easy,hard,full_total,-0.1316125136459592,-0.1863548536514094,-0.07396453294945025
neural_fold1_seed43_easy,hard,support_difference,0.0,0.0,0.0
neural_fold1_seed43_easy,hard,total,-0.1316125136459592,-0.1863548536514094,-0.07396453294945025
neural_fold1_seed43_easy,hard,ranking_at_product_count,-0.04909110979822817,-0.4175872430039852,0.33362693190542575
neural_fold1_seed43_easy,hard,coverage_with_hurdle_ranking,-0.08252140384773098,-0.4245402933250989,0.2444301381170066
neural_fold1_seed43_easy,hard,coverage_with_product_ranking,-0.11840733857143812,-0.17685748865250397,-0.06200652603751267
neural_fold1_seed43_easy,hard,ranking_at_hurdle_count,-0.013205175074521049,-0.0582198554014939,0.02861864377640633
damping097_fold1_seed43_all,all,full_total,0.4325695918186617,0.04077372999595814,0.7098954756558113
damping097_fold1_seed43_all,all,support_difference,0.0,0.0,0.0
damping097_fold1_seed43_all,all,total,0.4325695918186617,0.04077372999595814,0.7098954756558113
damping097_fold1_seed43_all,all,ranking_at_product_count,-0.35346658793685143,-0.5664847445517207,-0.10581183300299907
damping097_fold1_seed43_all,all,coverage_with_hurdle_ranking,0.7860361797555132,0.32714052369934465,1.1618288489196658
damping097_fold1_seed43_all,all,coverage_with_product_ranking,0.8783835256223258,0.6557188638363037,1.1104951681840154
damping097_fold1_seed43_all,all,ranking_at_hurdle_count,-0.4458139338036642,-0.7543489755115907,-0.15040775289200842
damping097_fold1_seed43_all,easy,full_total,0.02621002798628258,-0.2995895301717118,0.3067006321445108
damping097_fold1_seed43_all,easy,support_difference,0.0,0.0,0.0
damping097_fold1_seed43_all,easy,total,0.02621002798628258,-0.2995895301717118,0.3067006321445108
damping097_fold1_seed43_all,easy,ranking_at_product_count,0.4819662785339745,0.25518973310184173,0.7320697341375315
damping097_fold1_seed43_all,easy,coverage_with_hurdle_ranking,-0.45575625054769187,-0.9442826583710372,-0.08174741982775291
damping097_fold1_seed43_all,easy,coverage_with_product_ranking,-0.14468116038876977,-0.37914544879221773,0.05154146395359325
damping097_fold1_seed43_all,easy,ranking_at_hurdle_count,0.17089118837505232,-0.177586212739347,0.486896985866262
damping097_fold1_seed43_all,hard,full_total,0.1272681959367791,-0.465942223657851,0.49628669982979795
damping097_fold1_seed43_all,hard,support_difference,0.0,0.0,0.0
damping097_fold1_seed43_all,hard,total,0.1272681959367791,-0.465942223657851,0.49628669982979795
damping097_fold1_seed43_all,hard,ranking_at_product_count,-0.8468810563759521,-1.2395995773898785,-0.4443549361166434
damping097_fold1_seed43_all,hard,coverage_with_hurdle_ranking,0.9741492523127312,0.5022080040872915,1.3507384173704033
damping097_fold1_seed43_all,hard,coverage_with_product_ranking,1.3091735277936007,0.9422948805234869,1.6876245079037724
damping097_fold1_seed43_all,hard,ranking_at_hurdle_count,-1.1819053318568213,-2.128772784745865,-0.5339102120622017
damping097_fold1_seed43_easy,all,full_total,-0.8810665949182273,-1.1226684191739327,-0.692194185574183
damping097_fold1_seed43_easy,all,support_difference,0.0,0.0,0.0
damping097_fold1_seed43_easy,all,total,-0.8810665949182273,-1.1226684191739327,-0.692194185574183
damping097_fold1_seed43_easy,all,ranking_at_product_count,0.061051555138838406,-0.28231980079326036,0.3830298022651862
damping097_fold1_seed43_easy,all,coverage_with_hurdle_ranking,-0.9421181500570657,-1.3159807680120352,-0.5305798730918185
damping097_fold1_seed43_easy,all,coverage_with_product_ranking,-0.8738222087860844,-1.1106715005307497,-0.6777306406571387
damping097_fold1_seed43_easy,all,ranking_at_hurdle_count,-0.007244386132142927,-0.08621184805647684,0.08670926093163266
damping097_fold1_seed43_easy,easy,full_total,0.4373362357693461,0.07218752873809113,0.8626350204262007
damping097_fold1_seed43_easy,easy,support_difference,0.0,0.0,0.0
damping097_fold1_seed43_easy,easy,total,0.4373362357693461,0.07218752873809113,0.8626350204262007
damping097_fold1_seed43_easy,easy,ranking_at_product_count,0.013810448487223181,-0.24659845148341575,0.24872228791959825
damping097_fold1_seed43_easy,easy,coverage_with_hurdle_ranking,0.423525787282123,0.03473756350792553,0.8912913544167634
damping097_fold1_seed43_easy,easy,coverage_with_product_ranking,0.47656958914235614,0.09236432270281497,0.9190151515870154
damping097_fold1_seed43_easy,easy,ranking_at_hurdle_count,-0.03923335337300998,-0.094914122479988,0.0028433229682484577
damping097_fold1_seed43_easy,hard,full_total,-0.622909575788094,-0.8277264095909961,-0.4318657759841347
damping097_fold1_seed43_easy,hard,support_difference,0.0,0.0,0.0
damping097_fold1_seed43_easy,hard,total,-0.622909575788094,-0.8277264095909961,-0.4318657759841347
damping097_fold1_seed43_easy,hard,ranking_at_product_count,0.2550866926798867,-0.04788365632427619,0.5462543802169835
damping097_fold1_seed43_easy,hard,coverage_with_hurdle_ranking,-0.8779962684679807,-1.1070677259611958,-0.6338256060746573
damping097_fold1_seed43_easy,hard,coverage_with_product_ranking,-0.6531268892931119,-0.8714995383205644,-0.4458556996649515
damping097_fold1_seed43_easy,hard,ranking_at_hurdle_count,0.030217313505017794,-0.03585867022812558,0.11470481098714744
neural_fold2_seed17_all,all,full_total,0.30417440193287043,0.1892780205029534,0.42906352810515774
neural_fold2_seed17_all,all,support_difference,0.0,0.0,0.0
neural_fold2_seed17_all,all,total,0.30417440193287043,0.1892780205029534,0.42906352810515774
neural_fold2_seed17_all,all,ranking_at_product_count,0.126113689792538,0.05414623713784212,0.2005166651344647
neural_fold2_seed17_all,all,coverage_with_hurdle_ranking,0.17806071214033242,0.10132834140989849,0.25126064025678085
neural_fold2_seed17_all,all,coverage_with_product_ranking,0.2973406711742901,0.14960998806750136,0.5025472126462768
neural_fold2_seed17_all,all,ranking_at_hurdle_count,0.006833730758580309,-0.1067022417093038,0.09363772443462233
neural_fold2_seed17_all,easy,full_total,0.8133670603869105,0.3336646803252471,1.3206874250568486
neural_fold2_seed17_all,easy,support_difference,0.0,0.0,0.0
neural_fold2_seed17_all,easy,total,0.8133670603869105,0.3336646803252471,1.3206874250568486
neural_fold2_seed17_all,easy,ranking_at_product_count,-0.04401029461110596,-0.21582740014616833,0.13084550240131837
neural_fold2_seed17_all,easy,coverage_with_hurdle_ranking,0.8573773549980165,0.4285613731101278,1.3071075795771998
neural_fold2_seed17_all,easy,coverage_with_product_ranking,0.5462343076191616,-0.0027265592386636894,1.1087470844103187
neural_fold2_seed17_all,easy,ranking_at_hurdle_count,0.26713275276774906,-0.02366790264635022,0.5528241898214646
neural_fold2_seed17_all,hard,full_total,0.26773130595274786,0.1416762798410633,0.4230321565336865
neural_fold2_seed17_all,hard,support_difference,0.0,0.0,0.0
neural_fold2_seed17_all,hard,total,0.26773130595274786,0.1416762798410633,0.4230321565336865
neural_fold2_seed17_all,hard,ranking_at_product_count,0.14294717363475262,0.058999211087008126,0.22833959788896477
neural_fold2_seed17_all,hard,coverage_with_hurdle_ranking,0.1247841323179952,0.028456922445623718,0.22407688162956138
neural_fold2_seed17_all,hard,coverage_with_product_ranking,0.322181263653073,0.13084686883187874,0.5691090475272863
neural_fold2_seed17_all,hard,ranking_at_hurdle_count,-0.054449957700325194,-0.29285521705844386,0.09741974936926646
neural_fold2_seed17_easy,all,full_total,-1.3767630224785596,-2.046740487856611,-0.5809891773637648
neural_fold2_seed17_easy,all,support_difference,0.0,0.0,0.0
neural_fold2_seed17_easy,all,total,-1.3767630224785596,-2.046740487856611,-0.5809891773637648
neural_fold2_seed17_easy,all,ranking_at_product_count,0.6216347848439884,0.0035171765402861837,1.157811885231658
neural_fold2_seed17_easy,all,coverage_with_hurdle_ranking,-1.9983978073225477,-2.7116377363580324,-1.3059993083362238
neural_fold2_seed17_easy,all,coverage_with_product_ranking,-1.81882093346155,-2.486817259991448,-1.078782584753402
neural_fold2_seed17_easy,all,ranking_at_hurdle_count,0.4420579109829905,0.2104205882769385,0.680475915227217
neural_fold2_seed17_easy,easy,full_total,4.476348905804427,0.46619125755246393,8.91809090404292
neural_fold2_seed17_easy,easy,support_difference,0.0,0.0,0.0
neural_fold2_seed17_easy,easy,total,4.476348905804427,0.46619125755246393,8.91809090404292
neural_fold2_seed17_easy,easy,ranking_at_product_count,4.553325122808751,2.4607611244411265,6.435582969583742
neural_fold2_seed17_easy,easy,coverage_with_hurdle_ranking,-0.07697621700432333,-4.772528286044103,4.638975793048014
neural_fold2_seed17_easy,easy,coverage_with_product_ranking,4.237473362731302,0.18919657878122695,8.671549569459941
neural_fold2_seed17_easy,easy,ranking_at_hurdle_count,0.23887554307312592,0.04238988417342042,0.39959755537167163
neural_fold2_seed17_easy,hard,full_total,-1.0521653912583473,-1.7015442605179623,-0.29240542688159954
neural_fold2_seed17_easy,hard,support_difference,0.0,0.0,0.0
neural_fold2_seed17_easy,hard,total,-1.0521653912583473,-1.7015442605179623,-0.29240542688159954
neural_fold2_seed17_easy,hard,ranking_at_product_count,0.9760551806458593,0.36563607871894005,1.4998943158063283
neural_fold2_seed17_easy,hard,coverage_with_hurdle_ranking,-2.028220571904207,-2.7817901312130155,-1.240912150617436
